Year,Month,DayofMonth,DayOfWeek,Carrier,OriginAirportID,OriginAirportName,OriginCity,OriginState,DestAirportID,DestAirportName,DestCity,DestState,CRSDepTime,DepDelay,DepDel15,CRSArrTime,ArrDelay,ArrDel15,Cancelled
2013,4,7,7,DL,14893,Sacramento International,Sacramento,CA,13487,Minneapolis-St Paul International,Minneapolis,MN,657,-2,0,1223,-16,0,0
2013,9,1,7,AS,14747,Seattle/Tacoma International,Seattle,WA,10299,Ted Stevens Anchorage International,Anchorage,AK,2115,-1,0,2350,-15,0,0
2013,7,14,7,AS,14747,Seattle/Tacoma International,Seattle,WA,12266,George Bush Intercontinental/Houston,Houston,TX,1015,-7,0,1627,3,0,0
2013,10,7,1,AS,12889,McCarran International,Las Vegas,NV,14057,Portland International,Portland,OR,2140,-11,0,2346,-17,0,0
2013,6,20,4,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14679,San Diego International,San Diego,CA,1850,18,1,1945,28,1,0
2013,4,17,3,WN,14679,San Diego International,San Diego,CA,12889,McCarran International,Las Vegas,NV,1630,14,0,1740,11,0,0
2013,7,13,6,WN,13796,Metropolitan Oakland International,Oakland,CA,10800,Bob Hope,Burbank,CA,2010,-5,0,2115,-10,0,0
2013,6,8,6,WN,15304,Tampa International,Tampa,FL,10792,Buffalo Niagara International,Buffalo,NY,2040,-2,0,2315,-15,0,0
2013,4,15,1,FL,12953,LaGuardia,New York,NY,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1630,-2,0,1853,0,0,0
2013,9,2,1,AS,14747,Seattle/Tacoma International,Seattle,WA,13891,Ontario International,Ontario,CA,730,-5,0,956,4,0,0
2013,4,1,1,WN,12889,McCarran International,Las Vegas,NV,12892,Los Angeles International,Los Angeles,CA,2020,0,,2130,0,1,1
2013,4,1,1,AA,13930,Chicago O'Hare International,Chicago,IL,10721,Logan International,Boston,MA,1805,-5,0,2125,-22,0,0
2013,8,14,3,AA,13930,Chicago O'Hare International,Chicago,IL,13204,Orlando International,Orlando,FL,715,0,0,1045,-2,0,0
2013,9,29,7,MQ,13930,Chicago O'Hare International,Chicago,IL,13871,Eppley Airfield,Omaha,NE,1725,-1,0,1850,-5,0,0
2013,5,7,2,WN,10423,Austin - Bergstrom International,Austin,TX,11259,Dallas Love Field,Dallas,TX,1235,2,0,1330,0,0,0
2013,6,7,5,DL,14771,San Francisco International,San Francisco,CA,13487,Minneapolis-St Paul International,Minneapolis,MN,1512,-6,0,2054,-7,0,0
2013,7,8,1,DL,15304,Tampa International,Tampa,FL,11433,Detroit Metro Wayne County,Detroit,MI,1400,3,0,1647,52,1,0
2013,6,20,4,MQ,12339,Indianapolis International,Indianapolis,IN,13930,Chicago O'Hare International,Chicago,IL,1555,38,1,1600,29,1,0
2013,5,5,7,WN,12892,Los Angeles International,Los Angeles,CA,12889,McCarran International,Las Vegas,NV,935,-1,0,1035,-1,0,0
2013,4,2,2,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13204,Orlando International,Orlando,FL,1455,-5,0,1630,-15,0,0
2013,10,27,7,US,11057,Charlotte Douglas International,Charlotte,NC,15016,Lambert-St. Louis International,St. Louis,MO,1440,-4,0,1538,-27,0,0
2013,6,26,3,UA,11618,Newark Liberty International,Newark,NJ,14771,San Francisco International,San Francisco,CA,1430,10,0,1742,15,1,0
2013,6,5,3,WN,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,14683,San Antonio International,San Antonio,TX,750,10,0,1015,15,1,0
2013,6,20,4,UA,11618,Newark Liberty International,Newark,NJ,14771,San Francisco International,San Francisco,CA,548,1,0,857,-11,0,0
2013,8,28,3,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12953,LaGuardia,New York,NY,1015,1,0,1230,13,0,0
2013,8,30,5,OO,12892,Los Angeles International,Los Angeles,CA,14570,Reno/Tahoe International,Reno,NV,1215,-4,0,1335,-7,0,0
2013,6,24,1,US,11278,Ronald Reagan Washington National,Washington,DC,12953,LaGuardia,New York,NY,1000,9,0,1118,-6,0,0
2013,10,3,4,US,13204,Orlando International,Orlando,FL,14100,Philadelphia International,Philadelphia,PA,1705,-8,0,1928,-12,0,0
2013,7,5,5,MQ,14730,Louisville International-Standiford Field,Louisville,KY,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1645,-13,0,1755,-12,0,0
2013,6,2,7,EV,10693,Nashville International,Nashville,TN,12953,LaGuardia,New York,NY,1825,63,1,2140,57,1,0
2013,7,23,2,DL,13871,Eppley Airfield,Omaha,NE,13487,Minneapolis-St Paul International,Minneapolis,MN,1925,-6,0,2035,-14,0,0
2013,6,1,6,WN,11066,Port Columbus International,Columbus,OH,13232,Chicago Midway International,Chicago,IL,1100,-1,0,1105,-6,0,0
2013,10,4,5,EV,13871,Eppley Airfield,Omaha,NE,12266,George Bush Intercontinental/Houston,Houston,TX,1749,-4,0,2004,3,0,0
2013,4,26,5,DL,12266,George Bush Intercontinental/Houston,Houston,TX,11433,Detroit Metro Wayne County,Detroit,MI,725,0,0,1114,-9,0,0
2013,8,29,4,DL,14107,Phoenix Sky Harbor International,Phoenix,AZ,11433,Detroit Metro Wayne County,Detroit,MI,600,-3,0,1253,-13,0,0
2013,8,19,1,AS,14747,Seattle/Tacoma International,Seattle,WA,11292,Denver International,Denver,CO,1400,-9,0,1743,-9,0,0
2013,9,9,1,AA,15304,Tampa International,Tampa,FL,13303,Miami International,Miami,FL,1735,-8,0,1850,-13,0,0
2013,8,4,7,WN,11292,Denver International,Denver,CO,14747,Seattle/Tacoma International,Seattle,WA,1505,26,1,1650,26,1,0
2013,7,21,7,UA,10721,Logan International,Boston,MA,14771,San Francisco International,San Francisco,CA,1501,7,0,1830,-7,0,0
2013,4,1,1,DL,14869,Salt Lake City International,Salt Lake City,UT,12892,Los Angeles International,Los Angeles,CA,1501,-8,0,1557,-1,0,0
2013,10,8,2,UA,11292,Denver International,Denver,CO,12264,Washington Dulles International,Washington,DC,1115,-4,0,1634,-8,0,0
2013,5,10,5,AA,14679,San Diego International,San Diego,CA,13930,Chicago O'Hare International,Chicago,IL,1500,-3,0,2055,36,1,0
2013,10,21,1,AA,13303,Miami International,Miami,FL,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1235,-7,0,1445,-13,0,0
2013,6,11,2,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,14908,John Wayne Airport-Orange County,Santa Ana,CA,1650,-4,0,1802,-8,0,0
2013,4,18,4,MQ,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,13930,Chicago O'Hare International,Chicago,IL,1805,26,1,1830,9,0,0
2013,9,13,5,US,11057,Charlotte Douglas International,Charlotte,NC,12892,Los Angeles International,Los Angeles,CA,953,-4,0,1209,-1,0,0
2013,6,25,2,US,12451,Jacksonville International,Jacksonville,FL,11057,Charlotte Douglas International,Charlotte,NC,1954,48,1,2115,40,1,0
2013,8,21,3,DL,12892,Los Angeles International,Los Angeles,CA,15304,Tampa International,Tampa,FL,2240,-3,0,626,-4,0,0
2013,6,14,5,WN,12892,Los Angeles International,Los Angeles,CA,13198,Kansas City International,Kansas City,MO,820,6,0,1335,-4,0,0
2013,7,7,7,OO,13930,Chicago O'Hare International,Chicago,IL,14869,Salt Lake City International,Salt Lake City,UT,2005,59,1,2228,63,1,0
2013,5,19,7,FL,15304,Tampa International,Tampa,FL,14100,Philadelphia International,Philadelphia,PA,1515,214,1,1750,204,1,0
2013,9,16,1,DL,14747,Seattle/Tacoma International,Seattle,WA,11433,Detroit Metro Wayne County,Detroit,MI,715,0,0,1432,2,0,0
2013,6,5,3,OO,14869,Salt Lake City International,Salt Lake City,UT,13796,Metropolitan Oakland International,Oakland,CA,835,-4,0,945,-16,0,0
2013,6,29,6,UA,13495,Louis Armstrong New Orleans International,New Orleans,LA,14771,San Francisco International,San Francisco,CA,1927,0,0,2154,0,0,0
2013,9,9,1,DL,12339,Indianapolis International,Indianapolis,IN,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1820,6,0,1955,17,1,0
2013,9,2,1,AA,13303,Miami International,Miami,FL,13204,Orlando International,Orlando,FL,1440,15,1,1540,23,1,0
2013,6,30,7,WN,10529,Bradley International,Hartford,CT,11292,Denver International,Denver,CO,850,-3,0,1105,-13,0,0
2013,5,10,5,AA,14492,Raleigh-Durham International,Raleigh/Durham,NC,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1915,0,0,2110,10,0,0
2013,6,1,6,OO,11292,Denver International,Denver,CO,10800,Bob Hope,Burbank,CA,1121,0,0,1254,-4,0,0
2013,8,16,5,UA,12173,Honolulu International,Honolulu,HI,13930,Chicago O'Hare International,Chicago,IL,1925,31,1,827,48,1,0
2013,9,19,4,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12892,Los Angeles International,Los Angeles,CA,1500,2,0,1642,16,1,0
2013,8,4,7,WN,14683,San Antonio International,San Antonio,TX,11292,Denver International,Denver,CO,1830,37,1,1950,35,1,0
2013,9,12,4,UA,12266,George Bush Intercontinental/Houston,Houston,TX,11618,Newark Liberty International,Newark,NJ,720,2,0,1157,24,1,0
2013,8,11,7,EV,10693,Nashville International,Nashville,TN,13930,Chicago O'Hare International,Chicago,IL,636,-6,0,822,-6,0,0
2013,6,29,6,AA,14843,Luis Munoz Marin International,San Juan,PR,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,815,1,0,1210,6,0,0
2013,8,8,4,OO,14893,Sacramento International,Sacramento,CA,11292,Denver International,Denver,CO,1748,-6,0,2114,11,0,0
2013,4,26,5,WN,12953,LaGuardia,New York,NY,13342,General Mitchell International,Milwaukee,WI,1925,257,1,2105,232,1,0
2013,8,11,7,9E,11433,Detroit Metro Wayne County,Detroit,MI,12264,Washington Dulles International,Washington,DC,730,-13,0,906,-31,0,0
2013,5,27,1,F9,13342,General Mitchell International,Milwaukee,WI,11292,Denver International,Denver,CO,1429,-1,0,1600,-4,0,0
2013,8,21,3,US,11057,Charlotte Douglas International,Charlotte,NC,12451,Jacksonville International,Jacksonville,FL,1600,-7,0,1713,-16,0,0
2013,7,11,4,US,12892,Los Angeles International,Los Angeles,CA,11057,Charlotte Douglas International,Charlotte,NC,30,-1,0,814,8,0,0
2013,9,15,7,US,14100,Philadelphia International,Philadelphia,PA,10721,Logan International,Boston,MA,1615,-4,0,1740,-18,0,0
2013,10,1,2,OO,12892,Los Angeles International,Los Angeles,CA,14570,Reno/Tahoe International,Reno,NV,1245,-5,0,1413,-17,0,0
2013,5,22,3,FL,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,13204,Orlando International,Orlando,FL,840,11,0,1055,31,1,0
2013,5,9,4,9E,13487,Minneapolis-St Paul International,Minneapolis,MN,11042,Cleveland-Hopkins International,Cleveland,OH,1320,-3,0,1614,0,0,0
2013,8,5,1,US,11278,Ronald Reagan Washington National,Washington,DC,10721,Logan International,Boston,MA,1430,-8,0,1556,-13,0,0
2013,6,18,2,AA,10423,Austin - Bergstrom International,Austin,TX,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,550,68,1,650,67,1,0
2013,4,2,2,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13244,Memphis International,Memphis,TN,848,-10,0,915,-10,0,0
2013,5,10,5,B6,15304,Tampa International,Tampa,FL,12478,John F. Kennedy International,New York,NY,1835,0,0,2126,-16,0,0
2013,9,2,1,MQ,10792,Buffalo Niagara International,Buffalo,NY,13930,Chicago O'Hare International,Chicago,IL,610,-4,0,655,-15,0,0
2013,6,19,3,AA,14771,San Francisco International,San Francisco,CA,12892,Los Angeles International,Los Angeles,CA,925,-3,0,1055,-15,0,0
2013,8,9,5,MQ,13303,Miami International,Miami,FL,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,2135,225,1,10,221,1,0
2013,7,25,4,US,12889,McCarran International,Las Vegas,NV,11278,Ronald Reagan Washington National,Washington,DC,1200,430,1,1932,410,1,0
2013,10,4,5,B6,10721,Logan International,Boston,MA,11618,Newark Liberty International,Newark,NJ,635,-7,0,800,-16,0,0
2013,5,21,2,MQ,10792,Buffalo Niagara International,Buffalo,NY,13930,Chicago O'Hare International,Chicago,IL,2005,14,0,2050,12,0,0
2013,8,5,1,MQ,11057,Charlotte Douglas International,Charlotte,NC,13303,Miami International,Miami,FL,1340,11,0,1550,-11,0,0
2013,4,23,2,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,11278,Ronald Reagan Washington National,Washington,DC,1520,40,1,1717,42,1,0
2013,8,19,1,WN,14057,Portland International,Portland,OR,14570,Reno/Tahoe International,Reno,NV,1740,185,1,1900,184,1,0
2013,5,9,4,WN,10693,Nashville International,Nashville,TN,15304,Tampa International,Tampa,FL,1820,15,1,2105,6,0,0
2013,10,14,1,WN,11292,Denver International,Denver,CO,14107,Phoenix Sky Harbor International,Phoenix,AZ,825,0,0,910,21,1,0
2013,5,2,4,B6,12954,Long Beach Airport,Long Beach,CA,14869,Salt Lake City International,Salt Lake City,UT,1535,-5,0,1817,-2,0,0
2013,8,17,6,AA,13303,Miami International,Miami,FL,12889,McCarran International,Las Vegas,NV,1115,-1,0,1320,-1,0,0
2013,6,14,5,AS,14831,Norman Y. Mineta San Jose International,San Jose,CA,13830,Kahului Airport,Kahului,HI,930,-5,0,1155,-13,0,0
2013,10,25,5,YV,10800,Bob Hope,Burbank,CA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1240,-3,0,1408,-9,0,0
2013,6,2,7,AA,13303,Miami International,Miami,FL,12953,LaGuardia,New York,NY,1855,53,1,2200,40,1,0
2013,5,16,4,MQ,10792,Buffalo Niagara International,Buffalo,NY,13930,Chicago O'Hare International,Chicago,IL,600,-12,0,645,-14,0,0
2013,6,5,3,AA,12264,Washington Dulles International,Washington,DC,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1000,-10,0,1215,-6,0,0
2013,5,2,4,US,12451,Jacksonville International,Jacksonville,FL,14100,Philadelphia International,Philadelphia,PA,1056,-6,0,1300,-2,0,0
2013,10,9,3,B6,10721,Logan International,Boston,MA,14100,Philadelphia International,Philadelphia,PA,1140,-4,0,1303,22,1,0
2013,6,21,5,DL,13487,Minneapolis-St Paul International,Minneapolis,MN,10140,Albuquerque International Sunport,Albuquerque,NM,1140,88,1,1322,83,1,0
2013,9,13,5,AA,14908,John Wayne Airport-Orange County,Santa Ana,CA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,645,-1,0,1155,-3,0,0
2013,9,9,1,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,14100,Philadelphia International,Philadelphia,PA,850,-7,0,1055,-7,0,0
2013,7,18,4,VX,14771,San Francisco International,San Francisco,CA,11618,Newark Liberty International,Newark,NJ,800,-12,0,1634,-19,0,0
2013,9,15,7,AA,11057,Charlotte Douglas International,Charlotte,NC,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1130,-2,0,1320,-26,0,0
2013,10,31,4,AA,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,14107,Phoenix Sky Harbor International,Phoenix,AZ,1930,4,0,2005,-4,0,0
2013,6,19,3,UA,14771,San Francisco International,San Francisco,CA,12892,Los Angeles International,Los Angeles,CA,700,-2,0,829,4,0,0
2013,10,28,1,UA,11618,Newark Liberty International,Newark,NJ,13930,Chicago O'Hare International,Chicago,IL,1500,5,0,1631,9,0,0
2013,5,7,2,DL,12478,John F. Kennedy International,New York,NY,14771,San Francisco International,San Francisco,CA,700,7,0,1034,-22,0,0
2013,4,11,4,UA,11292,Denver International,Denver,CO,13930,Chicago O'Hare International,Chicago,IL,955,6,0,1318,32,1,0
2013,4,9,2,DL,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,12478,John F. Kennedy International,New York,NY,1450,-1,0,1753,-15,0,0
2013,7,22,1,DL,14869,Salt Lake City International,Salt Lake City,UT,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,945,-1,0,1531,-12,0,0
2013,6,9,7,B6,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,12478,John F. Kennedy International,New York,NY,1155,-9,0,1449,-23,0,0
2013,10,1,2,B6,10721,Logan International,Boston,MA,14027,Palm Beach International,West Palm Beach/Palm Beach,FL,1933,-6,0,2245,-18,0,0
2013,7,10,3,AA,10721,Logan International,Boston,MA,12892,Los Angeles International,Los Angeles,CA,1650,3,0,2010,11,0,0
2013,6,30,7,OO,13891,Ontario International,Ontario,CA,14057,Portland International,Portland,OR,2045,-4,0,2255,-13,0,0
2013,4,4,4,9E,11433,Detroit Metro Wayne County,Detroit,MI,14307,Theodore Francis Green State,Providence,RI,1731,-6,0,1922,-16,0,0
2013,4,14,7,UA,12266,George Bush Intercontinental/Houston,Houston,TX,11618,Newark Liberty International,Newark,NJ,851,-2,0,1330,-24,0,0
2013,10,11,5,MQ,11057,Charlotte Douglas International,Charlotte,NC,13930,Chicago O'Hare International,Chicago,IL,1355,-12,0,1455,-24,0,0
2013,7,11,4,EV,13244,Memphis International,Memphis,TN,10721,Logan International,Boston,MA,830,-1,0,1238,-23,0,0
2013,8,6,2,UA,11292,Denver International,Denver,CO,10299,Ted Stevens Anchorage International,Anchorage,AK,1919,22,1,2257,13,0,0
2013,8,8,4,OO,14869,Salt Lake City International,Salt Lake City,UT,11292,Denver International,Denver,CO,830,-7,0,957,30,1,0
2013,7,8,1,FL,13204,Orlando International,Orlando,FL,11066,Port Columbus International,Columbus,OH,1640,141,1,1849,137,1,0
2013,6,13,4,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1515,-2,0,1936,-8,0,0
2013,5,31,5,WN,10800,Bob Hope,Burbank,CA,14831,Norman Y. Mineta San Jose International,San Jose,CA,740,1,0,850,-8,0,0
2013,6,3,1,EV,13930,Chicago O'Hare International,Chicago,IL,12339,Indianapolis International,Indianapolis,IN,1730,3,0,1930,3,0,0
2013,10,17,4,AS,14771,San Francisco International,San Francisco,CA,14057,Portland International,Portland,OR,2015,-10,0,2145,-6,0,0
2013,7,12,5,WN,14679,San Diego International,San Diego,CA,12191,William P Hobby,Houston,TX,945,1,0,1505,-13,0,0
2013,10,8,2,YV,14107,Phoenix Sky Harbor International,Phoenix,AZ,10800,Bob Hope,Burbank,CA,1430,-7,0,1551,-8,0,0
2013,9,2,1,OO,11292,Denver International,Denver,CO,10800,Bob Hope,Burbank,CA,1556,6,0,1727,-3,0,0
2013,10,17,4,WN,14831,Norman Y. Mineta San Jose International,San Jose,CA,14057,Portland International,Portland,OR,815,232,1,1000,227,1,0
2013,6,6,4,YV,14908,John Wayne Airport-Orange County,Santa Ana,CA,14107,Phoenix Sky Harbor International,Phoenix,AZ,1115,34,1,1231,31,1,0
2013,4,20,6,AS,12889,McCarran International,Las Vegas,NV,14747,Seattle/Tacoma International,Seattle,WA,1330,-19,0,1559,-6,0,0
2013,4,28,7,US,12266,George Bush Intercontinental/Houston,Houston,TX,14107,Phoenix Sky Harbor International,Phoenix,AZ,800,-5,0,913,1,0,0
2013,9,13,5,US,10721,Logan International,Boston,MA,12953,LaGuardia,New York,NY,700,-8,0,819,-10,0,0
2013,4,30,2,US,14100,Philadelphia International,Philadelphia,PA,14107,Phoenix Sky Harbor International,Phoenix,AZ,815,-5,0,1026,-12,0,0
2013,7,4,4,OO,12889,McCarran International,Las Vegas,NV,12892,Los Angeles International,Los Angeles,CA,1100,-6,0,1211,-15,0,0
2013,5,26,7,B6,10721,Logan International,Boston,MA,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,1930,-5,0,2249,-17,0,0
2013,9,9,1,EV,11193,Cincinnati/Northern Kentucky International,Cincinnati,OH,11278,Ronald Reagan Washington National,Washington,DC,2039,-10,0,2200,-18,0,0
2013,4,6,6,EV,11278,Ronald Reagan Washington National,Washington,DC,11618,Newark Liberty International,Newark,NJ,830,-9,0,935,-14,0,0
2013,10,2,3,EV,12264,Washington Dulles International,Washington,DC,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,943,-8,0,1130,-9,0,0
2013,9,26,4,WN,13891,Ontario International,Ontario,CA,14831,Norman Y. Mineta San Jose International,San Jose,CA,2035,37,1,2135,43,1,0
2013,9,6,5,WN,11292,Denver International,Denver,CO,12191,William P Hobby,Houston,TX,1145,-1,0,1500,-1,0,0
2013,7,9,2,WN,13204,Orlando International,Orlando,FL,13931,Norfolk International,Norfolk,VA,2100,43,1,2250,43,1,0
2013,5,6,1,FL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,13495,Louis Armstrong New Orleans International,New Orleans,LA,2105,2,0,2137,-10,0,0
2013,7,25,4,AS,14747,Seattle/Tacoma International,Seattle,WA,15376,Tucson International,Tucson,AZ,955,3,0,1250,28,1,0
2013,10,25,5,MQ,13244,Memphis International,Memphis,TN,13303,Miami International,Miami,FL,1300,-4,0,1625,-19,0,0
2013,8,6,2,DL,13796,Metropolitan Oakland International,Oakland,CA,14869,Salt Lake City International,Salt Lake City,UT,1020,-11,0,1300,-14,0,0
2013,10,20,7,UA,11292,Denver International,Denver,CO,13930,Chicago O'Hare International,Chicago,IL,1256,5,0,1619,6,0,0
2013,8,9,5,WN,13232,Chicago Midway International,Chicago,IL,14100,Philadelphia International,Philadelphia,PA,950,22,1,1245,18,1,0
2013,6,11,2,OO,14869,Salt Lake City International,Salt Lake City,UT,11292,Denver International,Denver,CO,600,5,0,726,1,0,0
2013,4,27,6,UA,15304,Tampa International,Tampa,FL,12266,George Bush Intercontinental/Houston,Houston,TX,1525,-1,0,1656,10,0,0
2013,7,19,5,AA,11433,Detroit Metro Wayne County,Detroit,MI,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,1215,-5,0,1400,18,1,0
2013,9,28,6,OO,11298,Dallas/Fort Worth International,Dallas/Fort Worth,TX,12892,Los Angeles International,Los Angeles,CA,1020,-4,0,1140,5,0,0
2013,6,27,4,B6,10721,Logan International,Boston,MA,11278,Ronald Reagan Washington National,Washington,DC,1015,-3,0,1148,-9,0,0
2013,8,8,4,OO,13342,General Mitchell International,Milwaukee,WI,13930,Chicago O'Hare International,Chicago,IL,500,1,0,542,-3,0,0
2013,6,12,3,UA,12266,George Bush Intercontinental/Houston,Houston,TX,14893,Sacramento International,Sacramento,CA,1755,3,0,1947,-6,0,0
2013,6,12,3,FL,14122,Pittsburgh International,Pittsburgh,PA,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,1642,-6,0,1907,-9,0,0
2013,5,17,5,OO,14869,Salt Lake City International,Salt Lake City,UT,10800,Bob Hope,Burbank,CA,1507,-2,0,1607,-2,0,0
2013,6,14,5,B6,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,14843,Luis Munoz Marin International,San Juan,PR,1640,-4,0,1915,-2,0,0
2013,10,10,4,DL,10721,Logan International,Boston,MA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,825,-3,0,1116,-13,0,0
2013,9,13,5,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,12451,Jacksonville International,Jacksonville,FL,939,2,0,1053,-1,0,0
2013,10,23,3,DL,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,11066,Port Columbus International,Columbus,OH,1433,6,0,1605,-4,0,0
2013,6,29,6,US,10299,Ted Stevens Anchorage International,Anchorage,AK,14107,Phoenix Sky Harbor International,Phoenix,AZ,135,12,0,803,11,0,0
2013,5,31,5,US,14107,Phoenix Sky Harbor International,Phoenix,AZ,14771,San Francisco International,San Francisco,CA,2010,-2,0,2217,6,0,0
2013,8,31,6,WN,14570,Reno/Tahoe International,Reno,NV,11292,Denver International,Denver,CO,1500,29,1,1805,25,1,0
2013,6,21,5,WN,12889,McCarran International,Las Vegas,NV,13891,Ontario International,Ontario,CA,1010,-3,0,1105,-8,0,0
2013,5,17,5,UA,14107,Phoenix Sky Harbor International,Phoenix,AZ,11292,Denver International,Denver,CO,610,-3,0,903,-5,0,0
2013,5,5,7,B6,11697,Fort Lauderdale-Hollywood International,Fort Lauderdale,FL,11618,Newark Liberty International,Newark,NJ,1452,-4,0,1759,-20,0,0
2013,6,25,2,WN,14747,Seattle/Tacoma International,Seattle,WA,13198,Kansas City International,Kansas City,MO,1130,-1,0,1655,-15,0,0
2013,9,25,3,F9,11292,Denver International,Denver,CO,12953,LaGuardia,New York,NY,700,-6,0,1240,-2,0,0
2013,9,18,3,OO,14747,Seattle/Tacoma International,Seattle,WA,14057,Portland International,Portland,OR,2051,-7,0,2140,-12,0,0
2013,6,29,6,US,13303,Miami International,Miami,FL,14100,Philadelphia International,Philadelphia,PA,600,3,0,852,-11,0,0
2013,9,10,2,UA,11278,Ronald Reagan Washington National,Washington,DC,13930,Chicago O'Hare International,Chicago,IL,1540,0,0,1646,-13,0,0
2013,7,13,6,DL,14100,Philadelphia International,Philadelphia,PA,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1645,-5,0,1901,-15,0,0
2013,9,25,3,WN,11292,Denver International,Denver,CO,12889,McCarran International,Las Vegas,NV,1540,36,1,1635,41,1,0
2013,10,28,1,US,13198,Kansas City International,Kansas City,MO,11057,Charlotte Douglas International,Charlotte,NC,1535,-7,0,1847,-12,0,0
2013,10,27,7,YV,14107,Phoenix Sky Harbor International,Phoenix,AZ,10800,Bob Hope,Burbank,CA,2005,-6,0,2132,4,0,0
2013,5,3,5,B6,10721,Logan International,Boston,MA,10423,Austin - Bergstrom International,Austin,TX,730,-3,0,1051,-17,0,0
2013,9,15,7,AA,13930,Chicago O'Hare International,Chicago,IL,13303,Miami International,Miami,FL,2000,19,1,2359,17,1,0
2013,7,31,3,UA,12892,Los Angeles International,Los Angeles,CA,12264,Washington Dulles International,Washington,DC,2315,14,0,715,-9,0,0
2013,6,2,7,WN,12889,McCarran International,Las Vegas,NV,14893,Sacramento International,Sacramento,CA,1035,-2,0,1200,1,0,0
2013,8,13,2,WN,15016,Lambert-St. Louis International,St. Louis,MO,11259,Dallas Love Field,Dallas,TX,1515,307,1,1650,348,1,0
2013,6,29,6,FL,12953,LaGuardia,New York,NY,10397,Hartsfield-Jackson Atlanta International,Atlanta,GA,1310,31,1,1532,31,1,0
2013,7,30,2,WN,14307,Theodore Francis Green State,Providence,RI,11292,Denver International,Denver,CO,845,0,0,1105,9,0,0
2013,9,7,6,VX,14771,San Francisco International,San Francisco,CA,12892,Los Angeles International,Los Angeles,CA,800,0,0,920,-9,0,0
2013,10,18,5,WN,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,14122,Pittsburgh International,Pittsburgh,PA,1000,-5,0,1100,-5,0,0
2013,5,18,6,VX,14771,San Francisco International,San Francisco,CA,12892,Los Angeles International,Los Angeles,CA,630,2,0,750,-12,0,0
2013,8,13,2,US,11278,Ronald Reagan Washington National,Washington,DC,11057,Charlotte Douglas International,Charlotte,NC,1548,-5,0,1714,5,0,0
2013,4,13,6,WN,10821,Baltimore/Washington International Thurgood Marshall,Baltimore,MD,11066,Port Columbus International,Columbus,OH,2100,-1,0,2215,-4,0,0
2013,9,13,5,AA,10721,Logan International,Boston,MA,13303,Miami International,Miami,FL,930,-2,0,1305,-18,0,0
2013,4,18,4,UA,12266,George Bush Intercontinental/Houston,Houston,TX,13204,Orlando International,Orlando,FL,1547,21,1,1905,86,1,0
2013,10,29,2,WN,15304,Tampa International,Tampa,FL,13495,Louis Armstrong New Orleans International,New Orleans,LA,805,0,0,840,3,0,0
2013,6,30,7,WN,11292,Denver International,Denver,CO,10529,Bradley International,Hartford,CT,1740,97,1,2320,94,1,0
2013,4,4,4,EV,13930,Chicago O'Hare International,Chicago,IL,11433,Detroit Metro Wayne County,Detroit,MI,2040,-1,0,2307,-26,0,0
